Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00   1157.91     0.00     2688     0.00     0.00  coeff_GetCurrentSlopeResist
  0.00   1157.91     0.00     2688     0.00     0.00  coeff_GetCurrentSpread
  0.00   1157.91     0.00     2688     0.00     0.00  igrid_GetLanduseYear
  0.00   1157.91     0.00     2688     0.00     0.00  stats_SetSDG
  0.00   1157.91     0.00     1696     0.00     0.00  scen_GetCriticalLow
  0.00   1157.91     0.00     1539     0.00     0.00  scen_GetDoingLanduseFlag
  0.00   1157.91     0.00     1412     0.00     0.00  igrid_GetUrbanGridPtr
  0.00   1157.91     0.00     1409     0.00     0.00  scen_GetEchoFlag
  0.00   1157.91     0.00     1408     0.00     0.00  pgrid_GetDeltatronPtr
  0.00   1157.91     0.00     1377     0.00     0.00  landclass_GetNewIndicesPtr
  0.00   1157.91     0.00     1376     0.00     0.00  trans_GetClassSlope
  0.00   1157.91     0.00     1376     0.00     0.00  trans_GetFTransition
  0.00   1157.91     0.00     1348     0.00     0.00  igrid_GetIGridExcludedPixelCount
  0.00   1157.91     0.00     1348     0.00     0.00  igrid_GetIGridRoadPixelCount
  0.00   1157.91     0.00     1346     0.00     0.00  scen_GetWriteCoeffFileFlag
  0.00   1157.91     0.00     1345     0.00     0.00  landclass_GetClassesPtr
  0.00   1157.91     0.00     1345     0.00     0.00  scen_GetViewDeltatronAgingFlag
  0.00   1157.91     0.00     1345     0.00     0.00  scen_GetViewGrowthTypesFlag
  0.00   1157.91     0.00     1344     0.00     0.00  coeff_SelfModication
  0.00   1157.91     0.00     1344     0.00     0.00  coeff_WriteCurrentCoeff
  0.00   1157.91     0.00     1344     0.00     0.00  igrid_GetBackgroundGridPtr
  0.00   1157.91     0.00     1344     0.00     0.00  igrid_GetExcludedGridPtr
  0.00   1157.91     0.00     1344     0.00     0.00  igrid_GetRoadGridPtrByYear
  0.00   1157.91     0.00     1344     0.00     0.00  igrid_TestForUrbanYear
  0.00   1157.91     0.00     1344     0.00     0.00  landclass_GetReducedClassesPtr
  0.00   1157.91     0.00     1344     0.00     0.00  pgrid_GetLand2Ptr
  0.00   1157.91     0.00     1344     0.00     0.00  proc_IncrementCurrentYear
  0.00   1157.91     0.00     1344     0.00     0.00  scen_GetCriticalHigh
  0.00   1157.91     0.00     1344     0.00     0.00  stats_GetGrowthRate
  0.00   1157.91     0.00     1344     0.00     0.00  stats_GetPercentUrban
  0.00   1157.91     0.00     1344     0.00     0.00  stats_SetOG
  0.00   1157.91     0.00     1344     0.00     0.00  stats_SetPOP
  0.00   1157.91     0.00     1344     0.00     0.00  stats_SetRT
  0.00   1157.91     0.00     1344     0.00     0.00  stats_SetSNG
  0.00   1157.91     0.00     1273     0.00     0.00  scen_GetRdGrvtySensitivity
  0.00   1157.91     0.00     1273     0.00     0.00  scen_GetSlopeSensitivity
  0.00   1157.91     0.00     1056     0.00     0.00  scen_GetBust
  0.00   1157.91     0.00     1008     0.00     0.00  scen_GetBoom
  0.00   1157.91     0.00      961     0.00     0.00  scen_GetMonteCarloIterations
  0.00   1157.91     0.00      823     0.00     0.00  cl_hash
  0.00   1157.91     0.00      392     0.00     0.00  scen_GetOutputDir
  0.00   1157.91     0.00      390     0.00     0.00  igrid_GetUrbanCount
  0.00   1157.91     0.00      384     0.00     0.00  igrid_UrbanYear2Index
  0.00   1157.91     0.00      361     0.00     0.00  proc_GetCurrentMonteCarlo
  0.00   1157.91     0.00      320     0.00     0.00  stats_linefit
  0.00   1157.91     0.00      288     0.00     0.00  util_trim
  0.00   1157.91     0.00      216     0.00     0.00  Putword
  0.00   1157.91     0.00      192     0.00     0.00  igrid_GetUrbanGridPtrByYear
  0.00   1157.91     0.00      192     0.00     0.00  stats_CalStdDev
  0.00   1157.91     0.00      192     0.00     0.00  stats_Save
  0.00   1157.91     0.00      161     0.00     0.00  igrid_GetUrbanYear
  0.00   1157.91     0.00      130     0.00     0.00  scen_GetWriteAvgFileFlag
  0.00   1157.91     0.00      130     0.00     0.00  scen_GetWriteStdDevFileFlag
  0.00   1157.91     0.00      128     0.00     0.00  proc_GetTotalRuns
  0.00   1157.91     0.00      113     0.00     0.00  out_write_restart_data
  0.00   1157.91     0.00       98     0.00     0.00  igrid_GetLanduseGridPtr
  0.00   1157.91     0.00       96     0.00     0.00  coeff_GetSavedBreed
  0.00   1157.91     0.00       96     0.00     0.00  coeff_GetSavedDiffusion
  0.00   1157.91     0.00       96     0.00     0.00  coeff_GetSavedRoadGravity
  0.00   1157.91     0.00       96     0.00     0.00  coeff_GetSavedSlopeResist
  0.00   1157.91     0.00       96     0.00     0.00  coeff_GetSavedSpread
  0.00   1157.91     0.00       96     0.00     0.00  coeff_SetCurrentBreed
  0.00   1157.91     0.00       96     0.00     0.00  coeff_SetCurrentDiffusion
  0.00   1157.91     0.00       96     0.00     0.00  coeff_SetCurrentRoadGravity
  0.00   1157.91     0.00       96     0.00     0.00  coeff_SetCurrentSlopeResist
  0.00   1157.91     0.00       96     0.00     0.00  coeff_SetCurrentSpread
  0.00   1157.91     0.00       96     0.00     0.00  stats_CalAverages
  0.00   1157.91     0.00       96     0.00     0.00  stats_ProcessGrowLog
  0.00   1157.91     0.00       84     0.00     0.00  gdImageChar
  0.00   1157.91     0.00       65     0.00     0.00  scen_GetRandomSeed
  0.00   1157.91     0.00       64     0.00     0.00  proc_SetCurrentMonteCarlo
  0.00   1157.91     0.00       64     0.00     0.00  proc_SetCurrentYear
  0.00   1157.91     0.00       64     0.00     0.00  stats_InitUrbanizationAttempts
  0.00   1157.91     0.00       51     0.00     0.00  coeff_GetStopRoadGravity
  0.00   1157.91     0.00       47     0.00     0.00  gdImageCreate
  0.00   1157.91     0.00       47     0.00     0.00  gdImageDestroy
  0.00   1157.91     0.00       34     0.00     0.00  coeff_GetStepRoadGravity
  0.00   1157.91     0.00       34     0.00     0.00  scen_process_user_color
  0.00   1157.91     0.00       32     0.00     0.00  InitRandom
  0.00   1157.91     0.00       32     0.00     0.00  color_GetColortable
  0.00   1157.91     0.00       32     0.00     0.00  pgrid_GetCumulatePtr
  0.00   1157.91     0.00       32     0.00     0.00  pgrid_GetLand1Ptr
  0.00   1157.91     0.00       32     0.00     0.00  proc_IncrementCurrentRun
  0.00   1157.91     0.00       32     0.00     0.00  proc_IncrementNumRunsExecThisCPU
  0.00   1157.91     0.00       32     0.00     0.00  stats_Analysis
  0.00   1157.91     0.00       27     0.00     0.00  coeff_GetStopSlopeResist
  0.00   1157.91     0.00       21     0.00     0.00  gdImageString
  0.00   1157.91     0.00       21     0.00     0.00  util_AllCAPS
  0.00   1157.91     0.00       18     0.00     0.00  coeff_GetStepSlopeResist
  0.00   1157.91     0.00       17     0.00     0.00  coeff_GetStartRoadGravity
  0.00   1157.91     0.00       15     0.00     0.00  coeff_GetStopSpread
  0.00   1157.91     0.00       12     0.00     0.00  landclass_IsAlandclass
  0.00   1157.91     0.00       12     0.00     0.00  scen_GetProbabilityColorCount
  0.00   1157.91     0.00       12     0.00     0.00  wgrid_GetWGridCount
  0.00   1157.91     0.00       11     0.00     0.00  ReadColorMap
  0.00   1157.91     0.00       11     0.00     0.10  gdImageCreateFromGif
  0.00   1157.91     0.00       11     0.00     0.18  igrid_Debug
  0.00   1157.91     0.00       11     0.00     0.00  igrid_SetGridSizes
  0.00   1157.91     0.00       11     0.00     0.07  igrid_echo_input
  0.00   1157.91     0.00       11     0.00     0.00  mem_GetIGridPtr
  0.00   1157.91     0.00       11     0.00     0.00  scen_GetEchoImageFlag
  0.00   1157.91     0.00       11     0.00     0.00  scen_GetInputDir
  0.00   1157.91     0.00       11     0.00     0.00  scen_GetProbabilityColor
  0.00   1157.91     0.00       10     0.00     0.00  coeff_GetStepSpread
  0.00   1157.91     0.00       10     0.00     0.00  scen_GetNumLanduseClasses
  0.00   1157.91     0.00        9     0.00     0.00  coeff_GetStartSlopeResist
  0.00   1157.91     0.00        9     0.00     0.00  coeff_GetStopBreed
  0.00   1157.91     0.00        8     0.00     0.00  landclassSetColor
  0.00   1157.91     0.00        8     0.00     0.00  landclassSetGrayscale
  0.00   1157.91     0.00        8     0.00     0.00  landclassSetName
  0.00   1157.91     0.00        8     0.00     0.00  landclassSetType
  0.00   1157.91     0.00        8     0.00     0.00  landclass_GetClassColor
  0.00   1157.91     0.00        8     0.00     0.00  pgrid_GetPGridCount
  0.00   1157.91     0.00        8     0.00     0.00  scen_GetDeltatronColorCount
  0.00   1157.91     0.00        8     0.00     0.00  scen_GetLanduseClassColor
  0.00   1157.91     0.00        8     0.00     0.00  scen_GetLanduseClassGrayscale
  0.00   1157.91     0.00        8     0.00     0.00  scen_GetLanduseClassName
  0.00   1157.91     0.00        8     0.00     0.00  scen_GetLanduseClassType
  0.00   1157.91     0.00        8     0.00     0.00  scen_GetUrbanDataFilename
  0.00   1157.91     0.00        6     0.00     0.00  coeff_GetStepBreed
  0.00   1157.91     0.00        6     0.00     0.00  coeff_GetStopDiffusion
  0.00   1157.91     0.00        6     0.00     0.00  mem_GetPGridPtr
  0.00   1157.91     0.00        6     0.00     0.00  scen_GetDeltatronColor
  0.00   1157.91     0.00        5     0.00     0.00  coeff_GetStartSpread
  0.00   1157.91     0.00        5     0.00     0.00  scen_GetUrbanDataFileCount
  0.00   1157.91     0.00        4     0.00     0.00  coeff_GetStepDiffusion
  0.00   1157.91     0.00        4     0.00     0.00  scen_GetLanduseDataFileCount
  0.00   1157.91     0.00        4     0.00     0.00  scen_GetLanduseDataFilename
  0.00   1157.91     0.00        4     0.00     0.00  scen_GetRoadDataFilename
  0.00   1157.91     0.00        3     0.00     0.00  coeff_GetStartBreed
  0.00   1157.91     0.00        3     0.00     0.00  scen_GetRoadDataFileCount
  0.00   1157.91     0.00        2     0.00     0.00  coeff_GetStartDiffusion
  0.00   1157.91     0.00        2     0.00     0.00  scen_GetLogMemoryMapFlag
  0.00   1157.91     0.00        2     0.00     0.00  scen_GetSlopeDataFilename
  0.00   1157.91     0.00        2     0.00     0.00  stats_CreateControlFile
  0.00   1157.91     0.00        1     0.00     0.00  coeff_CreateCoeffFile
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetBestFitBreed
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetBestFitDiffusion
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetBestFitRoadGravity
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetBestFitSlopeResist
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetBestFitSpread
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStartBreed
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStartDiffusion
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStartRoadGravity
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStartSlopeResist
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStartSpread
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStepBreed
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStepDiffusion
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStepRoadGravity
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStepSlopeResist
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStepSpread
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStopBreed
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStopDiffusion
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStopRoadGravity
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStopSlopeResist
  0.00   1157.91     0.00        1     0.00     0.00  coeff_SetStopSpread
  0.00   1157.91     0.00        1     0.00     0.23  color_Init
  0.00   1157.91     0.00        1     0.00     3.26  igrid_ReadFiles
  0.00   1157.91     0.00        1     0.00     0.00  igrid_ValidateGrids
  0.00   1157.91     0.00        1     0.00     0.00  igrid_VerifyInputs
  0.00   1157.91     0.00        1     0.00     0.00  igrid_init
  0.00   1157.91     0.00        1     0.00     0.00  landclassSetNumClasses
  0.00   1157.91     0.00        1     0.00     0.00  landclass_Init
  0.00   1157.91     0.00        1     0.00     0.00  out_banner
  0.00   1157.91     0.00        1     0.00     0.00  pgrid_Init
  0.00   1157.91     0.00        1     0.00     0.00  proc_SetCurrentRun
  0.00   1157.91     0.00        1     0.00     0.00  proc_SetLastMonteCarlo
  0.00   1157.91     0.00        1     0.00     0.00  proc_SetNumRunsExecThisCPU
  0.00   1157.91     0.00        1     0.00     0.00  proc_SetProcessingType
  0.00   1157.91     0.00        1     0.00     0.00  proc_SetStopYear
  0.00   1157.91     0.00        1     0.00     0.00  proc_SetTotalRuns
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetBackgroundDataFilename
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffBreedBestFit
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffBreedStart
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffBreedStep
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffBreedStop
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffDiffusionBestFit
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffDiffusionStart
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffDiffusionStep
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffDiffusionStop
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityBestFit
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityStart
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityStep
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffRoadGravityStop
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistBestFit
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistStart
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistStep
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSlopeResistStop
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSpreadBestFit
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSpreadStart
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSpreadStep
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetCoeffSpreadStop
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetDateColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetExcludedDataFilename
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetLogLandclassSummaryFlag
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPhase0GrowthColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPhase1GrowthColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPhase2GrowthColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPhase3GrowthColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPhase4GrowthColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPhase5GrowthColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPostprocessingFlag
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetPredictionStartDate
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetSeedColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetWaterColor
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetWhirlgifBinary
  0.00   1157.91     0.00        1     0.00     0.00  scen_GetWriteColorKeyFlag
  0.00   1157.91     0.00        1     0.00     0.00  scen_init
  0.00   1157.91     0.00        1     0.00     0.00  scen_read_file
  0.00   1157.91     0.00        1     0.00     0.00  stats_ConcatenateControlFiles
  0.00   1157.91     0.00        1     0.00     0.24  stats_Init
  0.00   1157.91     0.00        1     0.00     0.00  timer_Init
  0.00   1157.91     0.00        1     0.00     0.00  wgrid_SetWGridCount

			Call graph


granularity: each sample hit covers 2 byte(s) for 0.00% of 1157.91 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.7    0.00 1154.16                 main [1]
                1.72 1146.26      32/32          drv_driver [2]
                0.00    3.26       1/1           igrid_ReadFiles [23]
                0.08    2.14       1/1           mem_Init [25]
                0.00    0.24       1/1           stats_Init [41]
                0.00    0.23       1/1           color_Init [43]
                0.15    0.02       1/1           trans_Init [47]
                0.06    0.00       1/1           igrid_NormalizeRoads [49]
                0.00    0.00      65/65          scen_GetRandomSeed [152]
                0.00    0.00      48/51          coeff_GetStopRoadGravity [156]
                0.00    0.00      44/3004        scen_GetLogFlag [78]
                0.00    0.00      36/5002        proc_GetProcessingType [75]
                0.00    0.00      33/392         scen_GetOutputDir [124]
                0.00    0.00      32/32          proc_IncrementCurrentRun [165]
                0.00    0.00      32/34          coeff_GetStepRoadGravity [159]
                0.00    0.00      32/113         out_write_restart_data [138]
                0.00    0.00      32/32          InitRandom [161]
                0.00    0.00      32/96          coeff_SetCurrentSpread [149]
                0.00    0.00      32/96          coeff_SetCurrentDiffusion [146]
                0.00    0.00      32/96          coeff_SetCurrentBreed [145]
                0.00    0.00      32/96          coeff_SetCurrentRoadGravity [147]
                0.00    0.00      32/96          coeff_SetCurrentSlopeResist [148]
                0.00    0.00      32/32          proc_IncrementNumRunsExecThisCPU [166]
                0.00    0.00      24/27          coeff_GetStopSlopeResist [168]
                0.00    0.00      16/17          coeff_GetStartRoadGravity [171]
                0.00    0.00      16/18          coeff_GetStepSlopeResist [170]
                0.00    0.00      12/15          coeff_GetStopSpread [172]
                0.00    0.00      10/10          scen_GetNumLanduseClasses [183]
                0.00    0.00       8/8           scen_GetLanduseClassGrayscale [194]
                0.00    0.00       8/8           scen_GetLanduseClassName [195]
                0.00    0.00       8/8           landclassSetGrayscale [187]
                0.00    0.00       8/8           scen_GetLanduseClassType [196]
                0.00    0.00       8/8           landclassSetName [188]
                0.00    0.00       8/8           landclassSetType [189]
                0.00    0.00       8/8           landclassSetColor [186]
                0.00    0.00       8/8           scen_GetLanduseClassColor [193]
                0.00    0.00       8/9           coeff_GetStartSlopeResist [184]
                0.00    0.00       8/10          coeff_GetStepSpread [182]
                0.00    0.00       6/9           coeff_GetStopBreed [185]
                0.00    0.00       4/5           coeff_GetStartSpread [202]
                0.00    0.00       4/6           coeff_GetStepBreed [198]
                0.00    0.00       3/6           coeff_GetStopDiffusion [199]
                0.00    0.00       2/1539        scen_GetDoingLanduseFlag [89]
                0.00    0.00       2/3           coeff_GetStartBreed [208]
                0.00    0.00       2/130         scen_GetWriteAvgFileFlag [135]
                0.00    0.00       2/130         scen_GetWriteStdDevFileFlag [136]
                0.00    0.00       2/4           coeff_GetStepDiffusion [204]
                0.00    0.00       1/9580        timer_Start [69]
                0.00    0.00       1/1           timer_Init [287]
                0.00    0.00       1/1           proc_SetProcessingType [245]
                0.00    0.00       1/1           scen_init [284]
                0.00    0.00       1/1           landclassSetNumClasses [238]
                0.00    0.00       1/1           scen_GetCoeffSpreadStart [266]
                0.00    0.00       1/1           coeff_SetStartDiffusion [221]
                0.00    0.00       1/1           scen_GetCoeffDiffusionStart [254]
                0.00    0.00       1/1           scen_GetCoeffBreedStart [250]
                0.00    0.00       1/1           coeff_SetStartSpread [224]
                0.00    0.00       1/1           scen_GetCoeffSlopeResistStart [262]
                0.00    0.00       1/1           coeff_SetStartBreed [220]
                0.00    0.00       1/1           scen_GetCoeffRoadGravityStart [258]
                0.00    0.00       1/1           coeff_SetStartSlopeResist [223]
                0.00    0.00       1/1           coeff_SetStopDiffusion [231]
                0.00    0.00       1/1           scen_GetCoeffDiffusionStop [256]
                0.00    0.00       1/1           coeff_SetStartRoadGravity [222]
                0.00    0.00       1/1           coeff_SetStopSpread [234]
                0.00    0.00       1/1           scen_GetCoeffSpreadStop [268]
                0.00    0.00       1/1           coeff_SetStopBreed [230]
                0.00    0.00       1/1           scen_GetCoeffBreedStop [252]
                0.00    0.00       1/1           scen_GetCoeffRoadGravityStop [260]
                0.00    0.00       1/1           coeff_SetStopSlopeResist [233]
                0.00    0.00       1/1           scen_GetCoeffSlopeResistStop [264]
                0.00    0.00       1/1           scen_GetCoeffDiffusionStep [255]
                0.00    0.00       1/1           coeff_SetStopRoadGravity [232]
                0.00    0.00       1/1           scen_GetCoeffSpreadStep [267]
                0.00    0.00       1/1           coeff_SetStepDiffusion [226]
                0.00    0.00       1/1           scen_GetCoeffBreedStep [251]
                0.00    0.00       1/1           coeff_SetStepSpread [229]
                0.00    0.00       1/1           coeff_SetStepSlopeResist [228]
                0.00    0.00       1/1           scen_GetCoeffSlopeResistStep [263]
                0.00    0.00       1/1           coeff_SetStepBreed [225]
                0.00    0.00       1/1           coeff_SetStepRoadGravity [227]
                0.00    0.00       1/1           scen_GetCoeffRoadGravityStep [259]
                0.00    0.00       1/1           coeff_SetBestFitDiffusion [216]
                0.00    0.00       1/1           scen_GetCoeffDiffusionBestFit [253]
                0.00    0.00       1/1           scen_GetCoeffBreedBestFit [249]
                0.00    0.00       1/1           coeff_SetBestFitSpread [219]
                0.00    0.00       1/1           scen_GetCoeffSpreadBestFit [265]
                0.00    0.00       1/1           scen_GetCoeffSlopeResistBestFit [261]
                0.00    0.00       1/1           coeff_SetBestFitBreed [215]
                0.00    0.00       1/1           scen_GetCoeffRoadGravityBestFit [257]
                0.00    0.00       1/1           coeff_SetBestFitSlopeResist [218]
                0.00    0.00       1/1           igrid_init [237]
                0.00    0.00       1/1           coeff_SetBestFitRoadGravity [217]
                0.00    0.00       1/1409        scen_GetEchoFlag [91]
                0.00    0.00       1/1           out_banner [240]
                0.00    0.00       1/2           scen_GetLogMemoryMapFlag [211]
                0.00    0.00       1/1           pgrid_Init [241]
                0.00    0.00       1/1           proc_SetTotalRuns [247]
                0.00    0.00       1/961         scen_GetMonteCarloIterations [122]
                0.00    0.00       1/1           proc_SetLastMonteCarlo [243]
                0.00    0.00       1/1           proc_SetNumRunsExecThisCPU [244]
                0.00    0.00       1/3288        proc_GetCurrentRun [77]
                0.00    0.00       1/1           coeff_CreateCoeffFile [214]
                0.00    0.00       1/161         igrid_GetUrbanYear [134]
                0.00    0.00       1/390         igrid_GetUrbanCount [125]
                0.00    0.00       1/2           coeff_GetStartDiffusion [210]
                0.00    0.00       1/1           proc_SetStopYear [246]
                0.00    0.00       1/1           proc_SetCurrentRun [242]
                0.00    0.00       1/1           igrid_VerifyInputs [236]
                0.00    0.00       1/1           igrid_ValidateGrids [235]
