Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
[36]     0.1    0.70    0.00      32         util_img_intersection [36]
-----------------------------------------------
                0.00    0.00    3112/47906737     gdImageChar [64]
                0.45    0.05 47903625/47906737     ReadImage [32]
[37]     0.0    0.45    0.05 47906737         gdImageSetPixel [37]
                0.05    0.00 47906737/236779162     gdImageBoundsSafe [39]
-----------------------------------------------
                0.40    0.07 47903647/47903647     ReadImage [32]
[38]     0.0    0.40    0.07 47903647         LWZReadByte [38]
                0.06    0.01 2518350/2518350     GetCode [49]
                0.00    0.00       9/13943       GetDataBlock [58]
-----------------------------------------------
                0.05    0.00 47906737/236779162     gdImageSetPixel [37]
                0.22    0.00 188872425/236779162     gdImageGetPixel [27]
[39]     0.0    0.27    0.00 236779162         gdImageBoundsSafe [39]
-----------------------------------------------
                0.00    0.26       1/1           main [1]
[40]     0.0    0.00    0.26       1         stats_Init [40]
                0.21    0.05       4/1348        stats_compute_stats [9]
                0.00    0.00       4/6338920924     igrid_GetNumRows [13]
                0.00    0.00       4/46005084533     igrid_GetNumCols [12]
                0.00    0.00       1/2394137413     mem_GetTotalPixels [18]
                0.00    0.00       8/8072        mem_GetWGridPtr [80]
                0.00    0.00       8/9771        igrid_GridRelease [74]
                0.00    0.00       8/8072        mem_GetWGridFree [79]
                0.00    0.00       5/391         igrid_GetUrbanCount [137]
                0.00    0.00       4/1412        igrid_GetUrbanGridPtr [99]
                0.00    0.00       4/4037        igrid_GetSlopeGridPtr [82]
                0.00    0.00       4/14232       proc_GetCurrentYear [73]
                0.00    0.00       4/1348        igrid_GetIGridExcludedPixelCount [106]
                0.00    0.00       4/1348        igrid_GetIGridRoadPixelCount [107]
-----------------------------------------------
                0.25    0.00      11/11          igrid_ReadFiles [20]
[41]     0.0    0.25    0.00      11         grid_SetMinMax [41]
-----------------------------------------------
                0.00    0.22       1/1           main [1]
[42]     0.0    0.00    0.22       1         color_Init [42]
                0.00    0.22       4/4           gdif_WriteColorKey [43]
                0.00    0.00       9/276575092     landclass_GetNumLandclasses [47]
                0.00    0.00      12/12          scen_GetProbabilityColorCount [192]
                0.00    0.00      11/11          scen_GetProbabilityColor [199]
                0.00    0.00       8/8           landclass_GetClassColor [208]
                0.00    0.00       8/8           scen_GetDeltatronColorCount [209]
                0.00    0.00       6/6           scen_GetDeltatronColor [220]
                0.00    0.00       4/398         scen_GetOutputDir [136]
                0.00    0.00       1/1           scen_GetWaterColor [315]
                0.00    0.00       1/1           scen_GetSeedColor [314]
                0.00    0.00       1/1           scen_GetDateColor [298]
                0.00    0.00       1/1           scen_GetPhase0GrowthColor [305]
                0.00    0.00       1/1           scen_GetPhase1GrowthColor [306]
                0.00    0.00       1/1           scen_GetPhase2GrowthColor [307]
                0.00    0.00       1/1           scen_GetPhase3GrowthColor [308]
                0.00    0.00       1/1           scen_GetPhase4GrowthColor [309]
                0.00    0.00       1/1           scen_GetPhase5GrowthColor [310]
                0.00    0.00       1/1           scen_GetWriteColorKeyFlag [317]
-----------------------------------------------
                0.00    0.22       4/4           color_Init [42]
[43]     0.0    0.00    0.22       4         gdif_WriteColorKey [43]
                0.07    0.15       4/36          gdImageGif [26]
                0.00    0.00 1613832/46005084533     igrid_GetNumCols [12]
                0.00    0.00    1024/9216        gdImageColorAllocate [77]
                0.00    0.00      12/1835        scen_GetLogFP [93]
                0.00    0.00       4/3004        scen_GetLogFlag [84]
                0.00    0.00       4/47          gdImageCreate [174]
                0.00    0.00       4/47          gdImageDestroy [175]
                0.00    0.00       4/79          scen_GetLogWritesFlag [162]
                0.00    0.00       4/1628        scen_Append2Log [97]
                0.00    0.00       4/1629        scen_CloseLog [96]
-----------------------------------------------
                0.22    0.00    1344/1344        grw_grow [4]
[44]     0.0    0.22    0.00    1344         landclass_GetUrbanCode [44]
-----------------------------------------------
                0.17    0.00      11/11          gdImageCreateFromGif [29]
[45]     0.0    0.17    0.00      11         gdImageColorTransparent [45]
-----------------------------------------------
                0.17    0.00      11/11          igrid_ReadFiles [20]
[46]     0.0    0.17    0.00      11         grid_histogram [46]
-----------------------------------------------
                0.00    0.00       9/276575092     color_Init [42]
                0.00    0.00     128/276575092     trans_LogTransition [67]
                0.00    0.00 4355180/276575092     trans_Init [48]
                0.05    0.00 94316288/276575092     delta_deltatron [6]
                0.09    0.00 177903487/276575092     delta_phase2 [7]
[47]     0.0    0.14    0.00 276575092         landclass_GetNumLandclasses [47]
-----------------------------------------------
                0.12    0.02       1/1           main [1]
[48]     0.0    0.12    0.02       1         trans_Init [48]
                0.02    0.00 17422265/46005084533     igrid_GetNumCols [12]
                0.00    0.00 4355180/276575092     landclass_GetNumLandclasses [47]
                0.00    0.00    2766/6338920924     igrid_GetNumRows [13]
                0.00    0.00       3/9771        igrid_GridRelease [74]
                0.00    0.00       2/98          igrid_GetLanduseGridPtr [149]
                0.00    0.00       1/1346        landclass_GetClassesPtr [109]
                0.00    0.00       1/4037        igrid_GetSlopeGridPtr [82]
                0.00    0.00       1/1377        landclass_GetNewIndicesPtr [103]
-----------------------------------------------
                0.06    0.01 2518350/2518350     LWZReadByte [38]
[49]     0.0    0.06    0.01 2518350         GetCode [49]
                0.01    0.00   13912/13943       GetDataBlock [58]
-----------------------------------------------
                0.06    0.00       1/1           main [1]
[50]     0.0    0.06    0.00       1         igrid_NormalizeRoads [50]
-----------------------------------------------
                                                 <spontaneous>
[51]     0.0    0.06    0.00                 gdImageFill [51]
-----------------------------------------------
                0.05    0.00 28682068/28682068     delta_deltatron [6]
[52]     0.0    0.05    0.00 28682068         landclass_GetNumReducedclasses [52]
-----------------------------------------------
                0.03    0.01 3087241/3087241     gdImageGif [26]
[53]     0.0    0.03    0.01 3087241         output [53]
                0.01    0.00 4343149/4343149     char_out [57]
                0.00    0.00      36/17118       flush_char [72]
-----------------------------------------------
                0.03    0.00 30390258/30390258     spr_urbanize [21]
[54]     0.0    0.03    0.00 30390258         stats_IncrementZFailure [54]
-----------------------------------------------
                0.01    0.00    1344/4032        delta_phase2 [7]
                0.01    0.00    1344/4032        delta_deltatron [6]
                0.01    0.00    1344/4032        grw_grow [4]
[55]     0.0    0.02    0.00    4032         util_copy_grid [55]
                0.00    0.00    4032/2394137413     mem_GetTotalPixels [18]
-----------------------------------------------
                0.02    0.00 11472948/11472948     spr_urbanize [21]
[56]     0.0    0.02    0.00 11472948         stats_IncrementUrbanSuccess [56]
-----------------------------------------------
                0.01    0.00 4343149/4343149     output [53]
[57]     0.0    0.01    0.00 4343149         char_out [57]
                0.00    0.00   17082/17118       flush_char [72]
-----------------------------------------------
                0.00    0.00       9/13943       LWZReadByte [38]
                0.00    0.00      22/13943       gdImageCreateFromGif [29]
                0.01    0.00   13912/13943       GetCode [49]
[58]     0.0    0.01    0.00   13943         GetDataBlock [58]
-----------------------------------------------
                0.01    0.00       1/1           main [1]
[59]     0.0    0.01    0.00       1         proc_SetStopYear [59]
-----------------------------------------------
                0.00    0.00       5/5003        main [1]
                0.00    0.00       6/5003        igrid_init [66]
                0.00    0.00      32/5003        print_usage [2]
                0.00    0.00      96/5003        stats_ProcessGrowLog [63]
                0.00    0.00      96/5003        stats_Analysis [62]
                0.00    0.00     160/5003        drv_driver [3]
                0.00    0.00     192/5003        stats_Save [61]
                0.00    0.00    1536/5003        stats_Update [8]
                0.00    0.00    2880/5003        grw_grow [4]
[60]     0.0    0.01    0.00    5003         proc_GetProcessingType [60]
-----------------------------------------------
                0.00    0.00     192/192         stats_Update [8]
[61]     0.0    0.00    0.00     192         stats_Save [61]
                0.00    0.00     192/5003        proc_GetProcessingType [60]
                0.00    0.00     288/1153        scen_GetMonteCarloIterations [131]
                0.00    0.00     192/4696        proc_GetCurrentRun [81]
                0.00    0.00     192/1833        proc_GetCurrentMonteCarlo [94]
                0.00    0.00     192/14232       proc_GetCurrentYear [73]
                0.00    0.00     192/384         igrid_UrbanYear2Index [138]
-----------------------------------------------
                0.00    0.00      32/32          drv_driver [3]
[62]     0.0    0.00    0.00      32         stats_Analysis [62]
                0.00    0.00      96/5003        proc_GetProcessingType [60]
                0.00    0.00      96/96          stats_ProcessGrowLog [63]
                0.00    0.00     384/391         igrid_GetUrbanCount [137]
                0.00    0.00     320/320         stats_linefit [139]
                0.00    0.00     128/130         scen_GetWriteAvgFileFlag [146]
                0.00    0.00     128/130         scen_GetWriteStdDevFileFlag [147]
                0.00    0.00      96/165         igrid_GetUrbanYear [145]
                0.00    0.00      96/96          stats_CalAverages [160]
                0.00    0.00      96/96          stats_WriteStatsValLine [161]
                0.00    0.00      64/4696        proc_GetCurrentRun [81]
                0.00    0.00      32/398         scen_GetOutputDir [136]
                0.00    0.00      32/1539        scen_GetDoingLanduseFlag [98]
                0.00    0.00      32/96          coeff_GetSavedRoadGravity [152]
                0.00    0.00      32/96          coeff_GetSavedSlopeResist [153]
                0.00    0.00      32/96          coeff_GetSavedSpread [154]
                0.00    0.00      32/96          coeff_GetSavedBreed [150]
                0.00    0.00      32/96          coeff_GetSavedDiffusion [151]
                0.00    0.00       1/2           stats_CreateStatsValFile [233]
                0.00    0.00       1/2           stats_CreateControlFile [232]
-----------------------------------------------
                0.00    0.00      96/96          stats_Analysis [62]
[63]     0.0    0.00    0.00      96         stats_ProcessGrowLog [63]
                0.00    0.00      96/5003        proc_GetProcessingType [60]
                0.00    0.00     192/1153        scen_GetMonteCarloIterations [131]
                0.00    0.00     192/192         stats_CalStdDev [144]
                0.00    0.00     192/384         igrid_UrbanYear2Index [138]
                0.00    0.00      96/398         scen_GetOutputDir [136]
-----------------------------------------------
                0.00    0.00      84/84          gdImageString [65]
[64]     0.0    0.00    0.00      84         gdImageChar [64]
                0.00    0.00    3112/47906737     gdImageSetPixel [37]
-----------------------------------------------
                0.00    0.00      21/21          gdif_WriteGIF [22]
[65]     0.0    0.00    0.00      21         gdImageString [65]
                0.00    0.00      84/84          gdImageChar [64]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[66]     0.0    0.00    0.00       1         igrid_init [66]
                0.00    0.00       6/5003        proc_GetProcessingType [60]
                0.00    0.00      11/11          scen_GetInputDir [198]
                0.00    0.00      11/11          igrid_SetGridSizes [195]
                0.00    0.00       8/8           scen_GetUrbanDataFilename [214]
                0.00    0.00       5/5           scen_GetUrbanDataFileCount [222]
                0.00    0.00       4/4           scen_GetRoadDataFilename [226]
                0.00    0.00       4/4           scen_GetLanduseDataFileCount [224]
                0.00    0.00       4/4           scen_GetLanduseDataFilename [225]
                0.00    0.00       3/3           scen_GetRoadDataFileCount [228]
                0.00    0.00       2/2           scen_GetSlopeDataFilename [231]
                0.00    0.00       1/1           scen_GetPredictionStartDate [312]
                0.00    0.00       1/1           scen_GetExcludedDataFilename [299]
                0.00    0.00       1/1           scen_GetBackgroundDataFilename [277]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[67]     0.0    0.00    0.00       1         trans_LogTransition [67]
                0.00    0.00     128/276575092     landclass_GetNumLandclasses [47]
                0.00    0.00       1/1346        landclass_GetClassesPtr [109]
-----------------------------------------------
                0.00    0.00 3868007/3868007     spr_urbanize [21]
[68]     0.0    0.00    0.00 3868007         stats_IncrementSlopeFailure [68]
-----------------------------------------------
                0.00    0.00 1680432/1680432     spr_urbanize [21]
[69]     0.0    0.00    0.00 1680432         stats_IncrementDeltaFailure [69]
-----------------------------------------------
                0.00    0.00  729792/729792      spr_urbanize_nghbr [35]
[70]     0.0    0.00    0.00  729792         scen_GetCriticalSlope [70]
-----------------------------------------------
                0.00    0.00  406082/406082      spr_urbanize [21]
[71]     0.0    0.00    0.00  406082         stats_IncrementEcludedFailure [71]
-----------------------------------------------
                0.00    0.00      36/17118       output [53]
                0.00    0.00   17082/17118       char_out [57]
[72]     0.0    0.00    0.00   17118         flush_char [72]
-----------------------------------------------
                0.00    0.00       4/14232       stats_Init [40]
                0.00    0.00      42/14232       scen_GetViewGrowthTypesFlag [111]
                0.00    0.00     192/14232       stats_Save [61]
                0.00    0.00    1344/14232       coeff_WriteCurrentCoeff [113]
                0.00    0.00    1344/14232       spr_spread [5]
                0.00    0.00    3072/14232       stats_Update [8]
                0.00    0.00    8234/14232       grw_grow [4]
[73]     0.0    0.00    0.00   14232         proc_GetCurrentYear [73]
-----------------------------------------------
                0.00    0.00       3/9771        trans_Init [48]
                0.00    0.00       8/9771        stats_Init [40]
                0.00    0.00      32/9771        drv_driver [3]
                0.00    0.00    1536/9771        stats_Update [8]
                0.00    0.00    4032/9771        spr_spread [5]
                0.00    0.00    4160/9771        grw_grow [4]
[74]     0.0    0.00    0.00    9771         igrid_GridRelease [74]
-----------------------------------------------
                0.00    0.00       1/9580        main [1]
                0.00    0.00      11/9580        gdif_ReadGIF [24]
                0.00    0.00      32/9580        gdif_WriteGIF [22]
                0.00    0.00      64/9580        drv_driver [3]
                0.00    0.00    1344/9580        delta_phase2 [7]
                0.00    0.00    1408/9580        grw_grow [4]
                0.00    0.00    2688/9580        delta_deltatron [6]
                0.00    0.00    4032/9580        spr_spread [5]
[75]     0.0    0.00    0.00    9580         timer_Start [75]
-----------------------------------------------
                0.00    0.00       1/9580        main [1]
                0.00    0.00      11/9580        gdif_ReadGIF [24]
                0.00    0.00      32/9580        gdif_WriteGIF [22]
                0.00    0.00      64/9580        drv_driver [3]
                0.00    0.00    1344/9580        delta_phase2 [7]
                0.00    0.00    1408/9580        grw_grow [4]
                0.00    0.00    2688/9580        delta_deltatron [6]
                0.00    0.00    4032/9580        spr_spread [5]
[76]     0.0    0.00    0.00    9580         timer_Stop [76]
-----------------------------------------------
                0.00    0.00    1024/9216        gdif_WriteColorKey [43]
                0.00    0.00    8192/9216        gdif_WriteGIF [22]
[77]     0.0    0.00    0.00    9216         gdImageColorAllocate [77]
-----------------------------------------------
                0.00    0.00       2/8074        mem_Init [31]
                0.00    0.00    8072/8074        mem_GetWGridFree [79]
[78]     0.0    0.00    0.00    8074         mem_wgrid_push [78]
-----------------------------------------------
                0.00    0.00       8/8072        stats_Init [40]
                0.00    0.00    2688/8072        stats_Update [8]
                0.00    0.00    2688/8072        grw_grow [4]
                0.00    0.00    2688/8072        spr_spread [5]
[79]     0.0    0.00    0.00    8072         mem_GetWGridFree [79]
                0.00    0.00    8072/8074        mem_wgrid_push [78]
-----------------------------------------------
                0.00    0.00       8/8072        stats_Init [40]
                0.00    0.00    2688/8072        stats_Update [8]
                0.00    0.00    2688/8072        grw_grow [4]
                0.00    0.00    2688/8072        spr_spread [5]
[80]     0.0    0.00    0.00    8072         mem_GetWGridPtr [80]
-----------------------------------------------
                0.00    0.00       1/4696        main [1]
                0.00    0.00      64/4696        stats_Analysis [62]
                0.00    0.00     192/4696        stats_Save [61]
                0.00    0.00     192/4696        stats_Update [8]
                0.00    0.00     213/4696        grw_grow [4]
                0.00    0.00    1344/4696        coeff_WriteCurrentCoeff [113]
                0.00    0.00    2690/4696        scen_GetViewGrowthTypesFlag [111]
[81]     0.0    0.00    0.00    4696         proc_GetCurrentRun [81]
-----------------------------------------------
                0.00    0.00       1/4037        trans_Init [48]
                0.00    0.00       4/4037        stats_Init [40]
                0.00    0.00    1344/4037        stats_Update [8]
                0.00    0.00    1344/4037        grw_grow [4]
                0.00    0.00    1344/4037        spr_spread [5]
[82]     0.0    0.00    0.00    4037         igrid_GetSlopeGridPtr [82]
-----------------------------------------------
                0.00    0.00    1344/4032        stats_Update [8]
                0.00    0.00    2688/4032        spr_urbanize_nghbr [35]
[83]     0.0    0.00    0.00    4032         coeff_GetCurrentSlopeResist [83]
-----------------------------------------------
                0.00    0.00       1/3004        mem_Init [31]
                0.00    0.00       4/3004        gdif_WriteColorKey [43]
                0.00    0.00      11/3004        gdif_ReadGIF [24]
                0.00    0.00      12/3004        main [1]
                0.00    0.00      32/3004        out_write_restart_data [142]
                0.00    0.00      32/3004        gdif_WriteGIF [22]
                0.00    0.00      32/3004        print_usage [2]
                0.00    0.00     128/3004        drv_driver [3]
                0.00    0.00    1344/3004        spr_urbanize_nghbr [35]
                0.00    0.00    1408/3004        grw_grow [4]
[84]     0.0    0.00    0.00    3004         scen_GetLogFlag [84]
-----------------------------------------------
                0.00    0.00      32/2912        drv_driver [3]
                0.00    0.00    1344/2912        grw_grow [4]
                0.00    0.00    1536/2912        stats_Update [8]
[85]     0.0    0.00    0.00    2912         pgrid_GetZPtr [85]
-----------------------------------------------
                0.00    0.00    2816/2816        grw_grow [4]
[86]     0.0    0.00    0.00    2816         proc_GetStopYear [86]
-----------------------------------------------
                0.00    0.00    1344/2688        stats_Update [8]
                0.00    0.00    1344/2688        spr_spread [5]
[87]     0.0    0.00    0.00    2688         coeff_GetCurrentBreed [87]
-----------------------------------------------
                0.00    0.00    1344/2688        stats_Update [8]
                0.00    0.00    1344/2688        spr_spread [5]
[88]     0.0    0.00    0.00    2688         coeff_GetCurrentDiffusion [88]
-----------------------------------------------
                0.00    0.00    1344/2688        stats_Update [8]
                0.00    0.00    1344/2688        spr_spread [5]
[89]     0.0    0.00    0.00    2688         coeff_GetCurrentRoadGravity [89]
-----------------------------------------------
                0.00    0.00    1344/2688        stats_Update [8]
                0.00    0.00    1344/2688        spr_spread [5]
[90]     0.0    0.00    0.00    2688         coeff_GetCurrentSpread [90]
-----------------------------------------------
                0.00    0.00    2688/2688        grw_grow [4]
[91]     0.0    0.00    0.00    2688         igrid_GetLanduseYear [91]
-----------------------------------------------
                0.00    0.00    2688/2688        grw_grow [4]
[92]     0.0    0.00    0.00    2688         stats_SetSDG [92]
-----------------------------------------------
                0.00    0.00       1/1835        mem_Init [31]
                0.00    0.00      12/1835        gdif_WriteColorKey [43]
                0.00    0.00      29/1835        main [1]
                0.00    0.00      32/1835        out_write_restart_data [142]
                0.00    0.00      33/1835        gdif_ReadGIF [24]
                0.00    0.00      64/1835        grw_grow [4]
                0.00    0.00     128/1835        drv_driver [3]
                0.00    0.00     192/1835        gdif_WriteGIF [22]
                0.00    0.00    1344/1835        spr_urbanize_nghbr [35]
[93]     0.0    0.00    0.00    1835         scen_GetLogFP [93]
-----------------------------------------------
                0.00    0.00      84/1833        scen_GetViewGrowthTypesFlag [111]
                0.00    0.00     192/1833        stats_Save [61]
                0.00    0.00     213/1833        grw_grow [4]
                0.00    0.00    1344/1833        coeff_WriteCurrentCoeff [113]
[94]     0.0    0.00    0.00    1833         proc_GetCurrentMonteCarlo [94]
-----------------------------------------------
                0.00    0.00    1691/1691        coeff_SelfModication [112]
[95]     0.0    0.00    0.00    1691         scen_GetCriticalLow [95]
-----------------------------------------------
                0.00    0.00       1/1629        scen_init [319]
                0.00    0.00       1/1629        mem_Init [31]
                0.00    0.00       4/1629        gdif_WriteColorKey [43]
                0.00    0.00      11/1629        gdif_ReadGIF [24]
                0.00    0.00      12/1629        main [1]
                0.00    0.00      32/1629        out_write_restart_data [142]
                0.00    0.00      32/1629        gdif_WriteGIF [22]
                0.00    0.00      64/1629        grw_grow [4]
                0.00    0.00     128/1629        drv_driver [3]
                0.00    0.00    1344/1629        spr_urbanize_nghbr [35]
[96]     0.0    0.00    0.00    1629         scen_CloseLog [96]
-----------------------------------------------
                0.00    0.00       1/1628        mem_Init [31]
                0.00    0.00       4/1628        gdif_WriteColorKey [43]
                0.00    0.00      11/1628        gdif_ReadGIF [24]
                0.00    0.00      12/1628        main [1]
                0.00    0.00      32/1628        out_write_restart_data [142]
                0.00    0.00      32/1628        gdif_WriteGIF [22]
                0.00    0.00      64/1628        grw_grow [4]
                0.00    0.00     128/1628        drv_driver [3]
                0.00    0.00    1344/1628        spr_urbanize_nghbr [35]
[97]     0.0    0.00    0.00    1628         scen_Append2Log [97]
-----------------------------------------------
                0.00    0.00       1/1539        igrid_VerifyInputs [263]
                0.00    0.00       2/1539        main [1]
                0.00    0.00      32/1539        stats_Analysis [62]
                0.00    0.00      96/1539        drv_driver [3]
                0.00    0.00    1408/1539        grw_grow [4]
[98]     0.0    0.00    0.00    1539         scen_GetDoingLanduseFlag [98]
-----------------------------------------------
                0.00    0.00       4/1412        stats_Init [40]
                0.00    0.00    1408/1412        grw_grow [4]
[99]     0.0    0.00    0.00    1412         igrid_GetUrbanGridPtr [99]
-----------------------------------------------
                0.00    0.00       1/1409        main [1]
                0.00    0.00    1408/1409        grw_grow [4]
[100]    0.0    0.00    0.00    1409         scen_GetEchoFlag [100]
-----------------------------------------------
                0.00    0.00    1408/1408        grw_grow [4]
[101]    0.0    0.00    0.00    1408         pgrid_GetDeltatronPtr [101]
-----------------------------------------------
                0.00    0.00    1408/1408        grw_grow [4]
[102]    0.0    0.00    0.00    1408         scen_GetLogProcessingStatusFlag [102]
-----------------------------------------------
                0.00    0.00       1/1377        trans_Init [48]
                0.00    0.00      32/1377        drv_driver [3]
                0.00    0.00    1344/1377        grw_grow [4]
[103]    0.0    0.00    0.00    1377         landclass_GetNewIndicesPtr [103]
-----------------------------------------------
                0.00    0.00      32/1376        drv_driver [3]
                0.00    0.00    1344/1376        grw_grow [4]
[104]    0.0    0.00    0.00    1376         trans_GetClassSlope [104]
-----------------------------------------------
                0.00    0.00      32/1376        drv_driver [3]
                0.00    0.00    1344/1376        grw_grow [4]
[105]    0.0    0.00    0.00    1376         trans_GetFTransition [105]
-----------------------------------------------
                0.00    0.00       4/1348        stats_Init [40]
                0.00    0.00    1344/1348        stats_Update [8]
[106]    0.0    0.00    0.00    1348         igrid_GetIGridExcludedPixelCount [106]
-----------------------------------------------
                0.00    0.00       4/1348        stats_Init [40]
                0.00    0.00    1344/1348        stats_Update [8]
[107]    0.0    0.00    0.00    1348         igrid_GetIGridRoadPixelCount [107]
-----------------------------------------------
                0.00    0.00       1/1347        coeff_CreateCoeffFile [235]
                0.00    0.00       1/1347        coeff_ConcatenateFiles [234]
                0.00    0.00       1/1347        main [1]
                0.00    0.00    1344/1347        coeff_WriteCurrentCoeff [113]
[108]    0.0    0.00    0.00    1347         scen_GetWriteCoeffFileFlag [108]
-----------------------------------------------
                0.00    0.00       1/1346        trans_LogTransition [67]
                0.00    0.00       1/1346        trans_Init [48]
                0.00    0.00    1344/1346        grw_grow [4]
[109]    0.0    0.00    0.00    1346         landclass_GetClassesPtr [109]
-----------------------------------------------
                0.00    0.00       1/1345        main [1]
                0.00    0.00    1344/1345        delta_phase2 [7]
[110]    0.0    0.00    0.00    1345         scen_GetViewDeltatronAgingFlag [110]
-----------------------------------------------
                0.00    0.00       1/1345        main [1]
                0.00    0.00    1344/1345        grw_grow [4]
[111]    0.0    0.00    0.00    1345         scen_GetViewGrowthTypesFlag [111]
                0.00    0.00    2690/4696        proc_GetCurrentRun [81]
                0.00    0.00      84/1833        proc_GetCurrentMonteCarlo [94]
                0.00    0.00      42/14232       proc_GetCurrentYear [73]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[112]    0.0    0.00    0.00    1344         coeff_SelfModication [112]
                0.00    0.00    1691/1691        scen_GetCriticalLow [95]
                0.00    0.00    1344/1344        scen_GetCriticalHigh [121]
                0.00    0.00    1266/1266        scen_GetSlopeSensitivity [130]
                0.00    0.00    1266/1266        scen_GetRdGrvtySensitivity [129]
                0.00    0.00    1041/1041        scen_GetBust [132]
                0.00    0.00    1008/1008        scen_GetBoom [133]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[113]    0.0    0.00    0.00    1344         coeff_WriteCurrentCoeff [113]
                0.00    0.00    1344/1347        scen_GetWriteCoeffFileFlag [108]
                0.00    0.00    1344/14232       proc_GetCurrentYear [73]
                0.00    0.00    1344/4696        proc_GetCurrentRun [81]
                0.00    0.00    1344/1833        proc_GetCurrentMonteCarlo [94]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[114]    0.0    0.00    0.00    1344         igrid_GetBackgroundGridPtr [114]
-----------------------------------------------
                0.00    0.00    1344/1344        spr_spread [5]
[115]    0.0    0.00    0.00    1344         igrid_GetExcludedGridPtr [115]
-----------------------------------------------
                0.00    0.00    1344/1344        spr_spread [5]
[116]    0.0    0.00    0.00    1344         igrid_GetRoadGridPtrByYear [116]
-----------------------------------------------
                0.00    0.00    1344/1344        stats_Update [8]
[117]    0.0    0.00    0.00    1344         igrid_TestForUrbanYear [117]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[118]    0.0    0.00    0.00    1344         landclass_GetReducedClassesPtr [118]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[119]    0.0    0.00    0.00    1344         pgrid_GetLand2Ptr [119]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[120]    0.0    0.00    0.00    1344         proc_IncrementCurrentYear [120]
-----------------------------------------------
                0.00    0.00    1344/1344        coeff_SelfModication [112]
[121]    0.0    0.00    0.00    1344         scen_GetCriticalHigh [121]
-----------------------------------------------
                0.00    0.00    1344/1344        spr_urbanize_nghbr [35]
[122]    0.0    0.00    0.00    1344         scen_GetLogSlopeWeightsFlag [122]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[123]    0.0    0.00    0.00    1344         stats_GetGrowthRate [123]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[124]    0.0    0.00    0.00    1344         stats_GetPercentUrban [124]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[125]    0.0    0.00    0.00    1344         stats_SetOG [125]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[126]    0.0    0.00    0.00    1344         stats_SetPOP [126]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[127]    0.0    0.00    0.00    1344         stats_SetRT [127]
-----------------------------------------------
                0.00    0.00    1344/1344        grw_grow [4]
[128]    0.0    0.00    0.00    1344         stats_SetSNG [128]
-----------------------------------------------
                0.00    0.00    1266/1266        coeff_SelfModication [112]
[129]    0.0    0.00    0.00    1266         scen_GetRdGrvtySensitivity [129]
-----------------------------------------------
                0.00    0.00    1266/1266        coeff_SelfModication [112]
[130]    0.0    0.00    0.00    1266         scen_GetSlopeSensitivity [130]
-----------------------------------------------
                0.00    0.00       1/1153        main [1]
                0.00    0.00      96/1153        stats_CalAverages [160]
                0.00    0.00     128/1153        drv_driver [3]
                0.00    0.00     192/1153        stats_CalStdDev [144]
                0.00    0.00     192/1153        stats_ProcessGrowLog [63]
                0.00    0.00     256/1153        grw_grow [4]
                0.00    0.00     288/1153        stats_Save [61]
[131]    0.0    0.00    0.00    1153         scen_GetMonteCarloIterations [131]
-----------------------------------------------
                0.00    0.00    1041/1041        coeff_SelfModication [112]
[132]    0.0    0.00    0.00    1041         scen_GetBust [132]
-----------------------------------------------
                0.00    0.00    1008/1008        coeff_SelfModication [112]
[133]    0.0    0.00    0.00    1008         scen_GetBoom [133]
-----------------------------------------------
                0.00    0.00     823/823         gdImageGif [26]
[134]    0.0    0.00    0.00     823         cl_hash [134]
-----------------------------------------------
                0.00    0.00      34/416         scen_process_user_color [177]
                0.00    0.00     128/416         grw_grow [4]
                0.00    0.00     254/416         scen_read_file [320]
[135]    0.0    0.00    0.00     416         util_trim [135]
-----------------------------------------------
                0.00    0.00       1/398         coeff_CreateCoeffFile [235]
                0.00    0.00       1/398         mem_Init [31]
                0.00    0.00       2/398         stats_ConcatenateAvgFiles [321]
                0.00    0.00       2/398         stats_ConcatenateControlFiles [322]
                0.00    0.00       2/398         coeff_ConcatenateFiles [234]
                0.00    0.00       2/398         main [1]
                0.00    0.00       4/398         color_Init [42]
                0.00    0.00      11/398         igrid_echo_input [34]
                0.00    0.00      21/398         grw_grow [4]
                0.00    0.00      32/398         stats_Analysis [62]
                0.00    0.00      32/398         print_usage [2]
                0.00    0.00      96/398         stats_ProcessGrowLog [63]
                0.00    0.00     192/398         stats_Update [8]
